id,customer_message,expected_intent,predicted_intent,intent_correct,expected_action,predicted_action,action_correct,intent_confidence,top_similarity,top3_similarity,top5_similarity,evidence_count,evidence_ids,draft_reply,action_reason,grounding_flags,provider_used,model_used,fallback_used,fallback_reason,severity,severity_confidence,severity_reason,system_status,agent_version
GS_132,"@AppleSupport Yes Touch ID. IPhone 6 ,6s ,7 Having 10.3.2 and 11.0.3 as well.",hardware_damage_repair,hardware_damage_repair,1,ESCALATE,ESCALATE,1,0.92,0.7856178879737854,0.7784181634585062,0.7720462441444397,5,"['157807', '1442793', '2341843', '1633450', '188392']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (hardware_damage_repair) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_135,"@115858 not happy just got my iMac back from repair, authorised dealer. Screen damaged grrrrr",hardware_damage_repair,hardware_damage_repair,1,ESCALATE,ESCALATE,1,0.97,0.7781237363815308,0.7534259160359701,0.7325256943702698,5,"['2896077', '621801', '2284432', '430167', '1763718']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (hardware_damage_repair) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_140,@AppleSupport I have the iPhone X. The OLED screen is awful. Just the slightest slant results in significant blue tint. Can it be fixed?,hardware_damage_repair,hardware_damage_repair,1,ESCALATE,ESCALATE,1,0.97,0.626076340675354,0.6197909315427145,0.6086674332618713,5,"['486227', '1702879', '2789197', '2801452', '2353576']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (hardware_damage_repair) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_142,"@AppleSupport A couple of days ago, iCloud account among other internet account are asking me for my password. validation process says ""an unknown error occurred"". The screenshot is on the post (by khaiman)",account_security_activation,account_security_activation,1,ESCALATE,ESCALATE,1,0.96,0.7057484984397888,0.6894116799036661,0.6811727166175843,5,"['2581992', '2446373', '2752737', '1689344', '689388']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (account_security_activation) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_144,@AppleSupport this is a screenshot from iMessage. I am missing the space bar. Are you aware of this problem? Should I open a bug report? https://t.co/RfUKpKIELC,hardware_damage_repair,keyboard_text_input_issue,0,ESCALATE,AUTO_HANDLE,0,0.97,0.7604929208755493,0.7157003879547119,0.6991590857505798,5,"['2063460', '2349456', '1132873', '2441793', '2413012']","Thanks for reaching out. Can you try restarting your iPhone to see if the space‑bar returns? If it’s still missing, let us know which iOS version you’re on and whether you’ve installed any recent updates so we can investigate further.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_146,@AppleSupport https://t.co/NQ8oRnSEp8,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.97,0.9847046732902527,0.9843066732088724,0.9838063836097717,5,"['1725217', '1395102', '391716', '2834508', '1288235']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_148,@AppleSupport https://t.co/bMRF5s9FjX,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.96,0.9823499321937561,0.9808842142422994,0.9799030661582947,5,"['1395102', '391716', '8321', '546622', '555278']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_151,@AppleSupport https://t.co/a8tGYJlCxO,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.97,0.977540135383606,0.9771455526351929,0.9768815875053406,5,"['1026265', '2177396', '620047', '2834508', '1557150']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_152,@AppleSupport https://t.co/1UxKoZACQh,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.97,0.9742992520332336,0.9730029503504435,0.9722605347633362,5,"['2834508', '2288463', '1288235', '1568237', '590947']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_155,@AppleSupport https://t.co/1vePzLGDFB,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.97,0.9839695692062378,0.9826241532961527,0.9820031642913818,5,"['546622', '391716', '2177363', '555278', '1395102']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_156,@AppleSupport https://t.co/qMx4s0MqZW,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.97,0.9672486782073975,0.9629392027854919,0.9612606287002563,5,"['2287420', '334132', '400396', '2242091', '1900089']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_159,@517714 @AppleSupport https://t.co/jiMoMUxlBr,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.96,0.9502166509628296,0.9379843672116598,0.9308424234390259,5,"['1700774', '1905726', '1627208', '1442859', '2125097']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_160,@AppleSupport https://t.co/wJw5cwxnTJ,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.97,0.9835606813430786,0.9802589615186056,0.9790284395217895,5,"['1395102', '1706148', '546622', '555278', '976698']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_163,@AppleSupport https://t.co/mjudpWjoZW,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.96,0.9743294715881348,0.9729143778483073,0.9721441030502319,5,"['2177396', '546622', '559169', '649782', '1557150']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_165,@115858 @AppleSupport https://t.co/QY2M6Nowm3,other_unclear_context_dependent,other_unclear_context_dependent,1,ESCALATE,ESCALATE,1,0.92,0.9815084934234619,0.9810552597045898,0.9804583549499511,5,"['1741644', '1671918', '1675490', '2295915', '2343841']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_166,@AppleSupport I was like planning to pre-order iphone-X but these issues are making me re-think over my decision,order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.85,0.8593448400497437,0.8422883351643881,0.8307172656059265,5,"['2283142', '2020191', '1372809', '1358129', '1366400']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_000,@AppleSupport my iPhone 7 is not updating to to latest software(iOS 11) what should I do ?,software_system_issue,software_system_issue,1,AUTO_HANDLE,AUTO_HANDLE,1,0.97,0.8675471544265747,0.8578298091888428,0.849672532081604,5,"['1752107', '1969665', '554883', '184432', '2186220']","Thanks for reaching out. Please try the following steps and let us know what you see:

1. **Connection & power** – Connect to a stable Wi‑Fi network and keep the iPhone plugged in (or at least 50 % battery).  
2. **Free space** – Verify you have enough storage: Settings ▶ General ▶ iPhone Storage. If space is low, remove some apps or media.  
3. **Restart** – Press and hold the Power + Home buttons, slide to power off, then turn the device back on.  
4. **Update again** – Open Settings ▶ General ▶ Software Update and attempt the iOS 11 update.

If an error message appears, please share the exact wording (or a screenshot) so we can investigate further.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_168,Is my Apple Music the only one tripping.. songs not adding to library or playlists.. playlist outta order! @AppleSupport @115948,order_delivery_inquiry,app_store_media_services,0,ESCALATE,AUTO_HANDLE,0,0.97,0.7606337666511536,0.7574865619341532,0.7501966118812561,5,"['1512208', '1393410', '967132', '1522712', '2726859']","Hi @115948, sorry you’re experiencing this. Could you let us know which device you’re using and the iOS version it’s running? In the meantime, please try these steps:

1. Open **Settings → Music** and confirm that **Sync Library** (iCloud Music Library) is turned on.  
2. Restart the Music app (or reboot the device).  
3. Make sure **Shuffle** isn’t enabled for the playlist you’re listening to.  
4. If the problem continues, sign out of your Apple ID in **Settings → Music**, then sign back in.

Let us know how it goes, and we’ll keep helping you get your library and playlists back to normal.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_169,@AppleSupport I have to restart my phone in order for the speaker to work.,order_delivery_inquiry,software_system_issue,0,ESCALATE,AUTO_HANDLE,0,0.86,0.8610062003135681,0.8389975825945536,0.8319461941719055,5,"['400385', '374231', '193638', '1976887', '1330000']","Hi @AppleSupport, thanks for letting us know. Could you tell us which iPhone model you’re using and the iOS version it’s running? In the meantime, please try a force‑restart (press and quickly release Volume Up, then Volume Down, then hold the Side button until the Apple logo appears) and verify that the speaker isn’t muted in Settings → Sounds & Haptics. Let us know if the issue returns.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_170,@AppleSupport Ordered X using app store. Was given resv #. Had Nov 3 delivery when placed. Now its 2 wks later. Nov 3 should be honored.,order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.97,0.7929847240447998,0.7601926525433859,0.7492037415504456,5,"['1453890', '1360125', '2572066', '2110784', '1738829']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_171,"@AppleSupport Just can't pre-order iPhone X from any stores in Japan. I've tried everyday 6 am since 11/4. Is there something wrong w/z ur system? When it's time to select the pickup time, it tells me that there's no more X in this store.",order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.96,0.8112919330596924,0.7869154612223307,0.7725469827651977,5,"['2557263', '1366400', '1341739', '2573904', '1338108']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_172,"@AppleSupport Yes. I received it this morning. There was still a problem; I wanted in-store pick up, but it’s showing a delivery date 📦🤷🏾‍♂️ @AppleSupport",order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.96,0.7412233948707581,0.7396055857340494,0.7333443403244019,5,"['619376', '1358117', '2547176', '1155285', '1453890']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_173,3 weeks after preorder and my iPhone 8 STILL isn’t here. Is this @AppleSupport issue or @115725 Spring Hill issue?,order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.98,0.785264253616333,0.7788309653600057,0.7649940609931946,5,"['1420587', '584650', '1366400', '2795444', '2355881']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_174,@118101 @AppleSupport ordered my phone a year ago and it’s playing up since the update. Can it be fixed/replaced because it’s almost unusable,order_delivery_inquiry,software_system_issue,0,ESCALATE,AUTO_HANDLE,0,0.88,0.7657164931297302,0.7629860838254293,0.7595300555229187,5,"['336658', '845801', '1747416', '644387', '1699883']","We’re sorry to hear your iPhone has been difficult to use since the update. Could you let us know exactly what’s happening—such as performance slowdowns, error messages, apps crashing, or any other symptoms? The more detail you can share, the better we can help troubleshoot the issue.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_175,"@AppleSupport order in the album, but when I got to re-download them, they just don’t show up. It’s impossible to re-download them. Please help. (2/2)",order_delivery_inquiry,app_store_media_services,0,ESCALATE,AUTO_HANDLE,0,0.96,0.7531713247299194,0.7511153022448221,0.7482254981994629,5,"['2450944', '1434223', '148176', '1508680', '2284310']","Hi @AppleSupport, I’m sorry you’re having trouble re‑downloading the album. Could you let me know what you see when you tap the download button—any error message or other behavior?  

You can also try downloading the album from the **Purchased** section: open the Music app, tap **More > Purchased**, and locate the album there.  

If the issue persists, please reach out to our iTunes Store team for further assistance: https://t.co/SDIe7UiyJN. Let us know how it goes!",Confidence and evidence quality are sufficient.,['URL not in evidence: https://t.co/sdie7uiyjn.'],groq,openai/gpt-oss-120b,False,,,,,,
GS_176,So @115948 is acting WONKY. I’ve made playlists and they’re not coming up &amp; they’re out of order when I send them. What’s up @AppleSupport !?,order_delivery_inquiry,app_store_media_services,0,ESCALATE,AUTO_HANDLE,0,0.96,0.7410367727279663,0.7394160032272339,0.7355489134788513,5,"['2398173', '2726859', '1522712', '1572320', '119492']","@115948 Thanks for reaching out. Could you let us know which device and iOS version you’re using? Also, please check that **Sync Library** (iCloud Music Library) is enabled in Settings → Music. If it’s already on, try turning it off, restarting the device, and then turning it back on. While you’re at it, make sure Shuffle isn’t enabled when you play the playlist. Here’s a quick guide that walks you through these steps: https://t.co/9VQ9VywZJ2. Let us know if the playlists appear correctly after that.",Confidence and evidence quality are sufficient.,['URL not in evidence: https://t.co/9vq9vywzj2.'],groq,openai/gpt-oss-120b,False,,,,,,
GS_177,@AppleSupport how long do my order will still stuck in progress?,order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.97,0.7597425580024719,0.7482589880625407,0.7332088947296143,5,"['872070', '1022926', '2949626', '905369', '1339784']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_178,"@AppleSupport Pleas look at order W578459521, your customer support is abysmal in this matter. Clearly the device has been lost somewhere with the courier",order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.97,0.7075515985488892,0.679441491762797,0.6664851188659668,5,"['1174797', '1929606', '2730424', '2944552', '719938']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_179,yesterday a bunch of my photos went out of order and i was like wtf but this IS NOT FUCKING COOL @115858 @AppleSupport,order_delivery_inquiry,software_system_issue,0,ESCALATE,AUTO_HANDLE,0,0.93,0.8621501922607422,0.7819114724795023,0.7600712537765503,5,"['1637838', '1748668', '408821', '2567044', '2772632']",We’re sorry you’re seeing your photos out of order. Our Photos specialists can investigate this for you. Please get in touch with them here: https://t.co/IBIY3vMgPj.,Confidence and evidence quality are sufficient.,['URL not in evidence: https://t.co/ibiy3vmgpj.'],groq,openai/gpt-oss-120b,False,,,,,,
GS_180,.@AppleSupport How do I download my preorders?? 🤔 When I go to email and click download it acts like I need $$ on my Apple account when I already paid!,order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.96,0.7659639120101929,0.7527179519335429,0.7437922120094299,5,"['1339689', '486113', '1301324', '1339771', '2280254']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_181,@AppleSupport App crashed when preordered iphoneX and phone is waiting but didn't get reservation #. Phone support hung up on me!,order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.86,0.8037792444229126,0.7894706328709921,0.777766740322113,5,"['1373705', '1362534', '2238925', '1411736', '1346677']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_182,"Also @115858, might be helpful to have a chat and phone lines that work for help in ordering. #iphoneX",order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.92,0.8164452314376831,0.794787327448527,0.7767228722572327,5,"['1533868', '1337345', '2110893', '1338077', '1338132']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_183,@115858 is the WORST company for shipping. Delayed my iPhone X after a confirmed delivery for today. 2 years in a row this has happened.,order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.97,0.8310190439224243,0.7994162638982137,0.7829829692840576,5,"['2110893', '2432900', '1691746', '2402170', '783454']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_184,"@115858 @AppleSupport hello, please need someone to contact me with regards order W479352851 ASAP. thks",order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.97,0.8352036476135254,0.815867026646932,0.8038243532180787,5,"['2341929', '1395699', '719938', '464738', '2147758']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_185,@115858 needs to fix these synching issues and not being able to reorder songs in a playlist. None of this happened before why now?,order_delivery_inquiry,app_store_media_services,0,ESCALATE,AUTO_HANDLE,0,0.95,0.7077913880348206,0.7001505096753439,0.6950430512428284,5,"['795813', '337486', '1522712', '793979', '2177204']","Hi @115858, thanks for reaching out. Let’s try a few quick steps to get your playlists syncing and re‑ordering correctly:

1. **Restart your device** – a simple reboot can resolve many sync glitches.  
2. **Check Shuffle** – make sure Shuffle is turned off (Settings → Music → Shuffle).  
3. **Update iOS** – confirm you’re running the latest iOS version (Settings → General → Software Update).  
4. **Resync your library** – go to Settings → Music and toggle **Sync Library** off, then back on (or re‑sync via iTunes if you use a computer).

After trying these, let us know if the problem is still there and we’ll investigate further.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_186,Sure wish I could listen to that #reputation album that I preordered. Still waiting on a response @AppleSupport you’re the fucking worst!🖕🏻 https://t.co/Cw1hdHZ2tp,order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.92,0.7029209136962891,0.6784314115842184,0.6713618636131287,5,"['2112765', '2834443', '2284464', '1508016', '857152']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_187,"@AppleSupport just had an email too say Iv ordered an app for $49.99, to cancel its asking for my details and bank details! I definitely never ordered this not sure if this is legit or not? https://t.co/3Qad0GUMWF",order_delivery_inquiry,account_security_activation,0,ESCALATE,ESCALATE,1,0.97,0.8071967363357544,0.7796808481216431,0.7696284413337707,5,"['1291190', '2906768', '1913275', '2893263', '294918']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (account_security_activation) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_188,@AppleSupport I purchase in from China appstore. I've try to contact china apple support but they need to enter a China phone number in-order to arrange a call back (which I dont have). And Malaysia apple support's number redirect me to apple website again ... I'm really lost,order_delivery_inquiry,app_store_media_services,0,ESCALATE,ESCALATE,1,0.65,0.7027400135993958,0.6896965305010477,0.6786627531051636,5,"['92818', '2497128', '2774412', '617135', '81837']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,Intent confidence (0.65) below threshold (0.7).,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_189,"Dear @AppleSupport, Your new updates continuously cause my phone to freeze up. I know you’re doing this to push everyone to buy the iPhone 8 &amp; X. I already ordered mine so can you leave me out of this mess until I have to chance go get my new phone pls. Tnx.",order_delivery_inquiry,software_system_issue,0,ESCALATE,AUTO_HANDLE,0,0.96,0.8259491324424744,0.8082291682561239,0.7859946370124817,5,"['2403753', '2615364', '2781980', '915214', '2488652']","We’re sorry to hear your iPhone is freezing after the recent update. To help us diagnose the issue, could you let us know:

* Which iPhone model you’re using  
* The iOS version installed (Settings ▶ General ▶ About)  
* Whether the freezes happen in a particular app or after a restart  
* If the update was installed over Wi‑Fi or via iTunes on a computer  

With that information we can recommend the appropriate next steps. Thank you for your patience.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_190,"@AppleSupport if I pre-order an iPhone X at full price $999 of T-mobile,would it be fac unlocked? Will be using iphone in an Asian country.",order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.96,0.6530264616012573,0.6437332034111023,0.6322195768356323,5,"['2585625', '2304327', '1808153', '590918', '1335210']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_191,@AppleSupport the issue is that the songs of these albums are not in the correct order and it happens completely random,order_delivery_inquiry,app_store_media_services,0,ESCALATE,AUTO_HANDLE,0,0.93,0.7713143825531006,0.75034632285436,0.736535370349884,5,"['2894770', '1019378', '488036', '1645911', '2284443']","Thanks for letting us know. To help figure out why the track order is changing, could you tell us:

1. Are the songs coming from Apple Music, or are they from your personal library?  
2. Does the issue affect specific albums, or does it happen with many different ones?  
3. Which iOS version your device is running (Settings ▶ General ▶ About ▶ Version)?

With that information we can look into a solution for you.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_192,@AppleSupport Just fix the software in that way that the user doesn’t have to reset all settings or erase the phone in order to get a phone that works!,order_delivery_inquiry,software_system_issue,0,ESCALATE,AUTO_HANDLE,0,0.96,0.744911253452301,0.7335357069969177,0.7291547656059265,5,"['148118', '178654', '999045', '2187909', '593555']","Hi @AppleSupport, we understand how frustrating it can be when software issues require a full reset. To help you without erasing your data, could you let us know:

* Which iOS version you’re currently running  
* The specific problem you’re seeing (e.g., apps crashing, device freezing, etc.)  
* Any recent changes or updates you made before the issue started  

In the meantime, please try these basic steps:

1. **Restart** your iPhone.  
2. **Check for an iOS update** (Settings → General → Software Update) and install it if one is available.  
3. If the problem persists, **reset all settings** (Settings → General → Reset → Reset All Settings). This won’t delete your data but will restore system settings to default.

Let us know the details and the results of these steps, and we’ll work with you to find a solution.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_193,"Hey guys, hey @115858, I just blew $35 on this 2 m charging cord. Last week. This is the third time. If you are going to charge me $35 plus shipping for a charger for my $1,000 phone, can you maybe. Not. Produce. Garbage. So I can continue to be a dedicated customer maybe? 🙄",order_delivery_inquiry,other_unclear_context_dependent,0,ESCALATE,ESCALATE,1,0.78,0.6498600840568542,0.6401423414548238,0.6355961441993714,5,"['1155255', '1411642', '2444171', '1469374', '489707']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (other_unclear_context_dependent) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_194,@134682 where is MY DELIVERY??? SCAM! Letting @115858 know ur CO scams them as well. No delivery. Will cx order with Apple BC of You!,order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.97,0.7276512384414673,0.7196266651153564,0.7079717636108398,5,"['1738829', '1336322', '783454', '1975199', '1738829']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_195,"@AppleSupport having issues tracking my order, keep getting “something went wrong with your request” message.",order_delivery_inquiry,order_delivery_inquiry,1,ESCALATE,ESCALATE,1,0.96,0.7555193305015564,0.7508182724316915,0.744442594051361,5,"['2691900', '2301980', '1334378', '790681', '1104706']",I want to make sure you get the right help with this. I'll escalate this to a support specialist who can look into it further.,High-risk intent (order_delivery_inquiry) requires human routing.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_196,@AppleSupport Already deleted-downloaded-rinse repeat 3 times. Those 2 purchased songs don’t appear in my “Not on this device” but aren’t on the device.,other_unclear_context_dependent,app_store_media_services,0,ESCALATE,AUTO_HANDLE,0,0.93,0.7741595506668091,0.7563138405481974,0.7453896164894104,5,"['2403588', '2141649', '2410379', '255113', '1434223']","Thanks for reaching out. I’m sorry you’re still seeing those purchased tracks disappear.

Could you let me know:

1. Which device you’re using (iPhone, iPad, Mac, etc.) and the current OS version?  
2. Whether you’re subscribed to Apple Music.

With that information I can suggest the next steps to get the missing songs back.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_197,@115858 it’s incredibly annoying to get notifications to buy more cloud space without an option to ignore - would be a lot cooler if you asked a question to see if I️ care about buying more data,other_unclear_context_dependent,app_store_media_services,0,ESCALATE,AUTO_HANDLE,0,0.96,0.6948623657226562,0.608241597811381,0.58359694480896,5,"['172937', '796531', '1548740', '2468141', '2812623']","Hi @115858, I’m sorry you’re finding the iCloud‑storage notifications frustrating. Those alerts are generated automatically when your iCloud usage gets close to the limit, and there isn’t an option to turn them off.  

You can reduce the frequency of the prompts by freeing up space or adjusting your storage plan:

1. Open **Settings** ► **[your name]** ► **iCloud**.  
2. Tap **Manage Storage** (or **iCloud Storage**) to see what’s using space.  
3. Delete or offload items you no longer need (e.g., old backups, photos, documents).  
4. If you prefer to stay on the free tier, you can downgrade any paid plan from the same screen.

If you’d like more detailed help, could you let us know which device you’re using and the iOS version? That will let us give you the most relevant steps.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_198,So I tried deleting and re-downloading songs from a preorder because they downloaded like two separate albums. Now I can’t download the songs. Help? @118721 @115858 @21639 https://t.co/4gs8kwneUP,order_delivery_inquiry,app_store_media_services,0,ESCALATE,AUTO_HANDLE,0,0.96,0.7464648485183716,0.7361847162246704,0.7248141169548035,5,"['2450944', '2217687', '2343802', '1434223', '1507987']","Hi @118721, thanks for reaching out. Could you let us know what happens when you tap the download button—any error message or behavior you see?  

To try to restore the pre‑ordered songs:

1. Sign out of your Apple ID and back in: **Settings** ► **[your name]** ► **iTunes & App Store** ► **Sign Out**, then sign in again.  
2. Open the **Music** app (or the iTunes Store app), go to **More** ► **Purchased**, and locate the album. Tap the cloud icon to download the missing tracks.  

If the songs still won’t download, please let us know what you see after these steps so we can investigate further.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
GS_199,@115858 Not happy with your new software update. Some things are better- but although hate calling - I'm feeling like a pest,software_system_issue,software_system_issue,1,AUTO_HANDLE,AUTO_HANDLE,1,0.92,0.8298922181129456,0.8097772002220154,0.8049906969070435,5,"['245260', '1745549', '2147764', '2705002', '2304336']","Hi @115858, I’m sorry you’re having trouble with the latest update. Could you let us know which iPhone model you’re using and describe the specific issues you’re seeing? With a bit more detail we can work on a solution for you.",Confidence and evidence quality are sufficient.,[],groq,openai/gpt-oss-120b,False,,,,,,
